processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBMNF43909-22	ON150841	15409786	st8 s3	ON150841	Mined from GenBank, NCBI		BOLD:AAH6461	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	1140168	Atropus armatus																																	India													
GBMNF43912-22	MT646201	15409789	UMTF 9387	MT646201	Mined from GenBank, NCBI		BOLD:AAH6461	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	1140168	Atropus armatus																																														
GBMNF44002-22	LC646730	15409879	FRLM:54638	LC646730	Mined from GenBank, NCBI		BOLD:AAE2936	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140183	Kaiwarinus	1140184	Kaiwarinus equula																																	Japan													
GBMNF44089-22	MT646339	15409966	UMTF 9527	MT646339	Mined from GenBank, NCBI		BOLD:AAB3474	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140185	Platycaranx	1140188	Platycaranx talamparoides																																														
GBMNF44109-22	LC646712	15409986	FRLM:55536	LC646712	Mined from GenBank, NCBI		BOLD:AAI6630	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	89421	Caranx lugubris					Poey, 1860																												Japan													
GBMNF44126-22	OL512829	15410003		OL512829	Mined from GenBank, NCBI		BOLD:AAC4792	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18711	Decapterus macarellus					Cuvier, 1833																				15.87	114.13																				
GBMNF44171-22	OL494266	15410048	H139	OL494266	Mined from GenBank, NCBI		BOLD:AAC3391	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	81400	Trachinotus ovatus					Linnaeus, 1758																																									
LMUOR025-21	ChC:E3	13660975	Ruh-L5.3-ChC:E3	Ruh-L5.3-ChC:E3	University of Ruhuna		BOLD:AAD6117	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	1140170	Atropus hedlandensis			Lahiru Madushan Gamage	Standard FAO guide for the identification of family Carangidae			Ruh:L5.3:ChC	Muscle		Lahiru Madushan Gamage			6.00 a.m.		ChC:E3		Adult	M	S	Pelagic region			at the operculum; just above the lateral line.		5.9774	80.4288							Sri Lanka	Southern	Weligama, Matara District; Sri Lanka											
MXV117-11	MXV0212	1865172	ECO-CH P 7145	MXV212	El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAC0911	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	90363	Caranx ruber			Carolina Quintal Lizama		Bloch, 1793					Carolina Quintal-Lizama & Jose Angel Cohuo Colli				Dzilam-Contoy			A		S				FAO-31	WGS84	21.486	-86.804							Mexico	Quintana Roo	Isla Mujeres		Near Contoy Island									
NOOR003-16	CB_3_DECAP	7133560	CB_3_DECAP	CB_3_DECAP	Research Institute Marine Fisheries (RIMF), Hai Phong		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59233	Decapterus maruadsi			Noorul AZLIANA Jamaludin		(Temminck & Schlegel, 1843)			Fin		RIMF															20.8333	107							Vietnam		CAT BA											
PHILA1702-16	PHIL-065	6838460	USNM:FISH:437675	PHIL-065	Smithsonian Institution, National Museum of Natural History		BOLD:AAB0584	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11570	Caranx sexfasciatus			Kent E. Carpenter	Morphological	Quoy & Gaimard, 1825		Vouchered:Registered Collection	Muscle		Jeffrey T. Williams, Kent Carpenter, Michael Mendiola, Nicko Flores, Don Carpenter						Purchased at market								SL=147 mm.	11.002	122.822							Philippines	Iloilo			Philippines, Panay Island, Iloilo Province, Banate	3370999	http://www.boldsystems.org/pics/PHIOK/USNM_437675_photograph_PHIL-065_147mmSL_PHIL-2015-04+1532791068.JPG	Lateral	USNM 437675 photograph lateral view		2015	CreativeCommons � Attribution Non-Commercial (by-nc)	Smithsonian Institution National Museum of Natural History	Jeffrey T. Williams
PHILA565-13	RP-091	3227775	USNM:FISH:408891	RP-091	Smithsonian Institution, National Museum of Natural History		BOLD:AAD2123	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	59221	Uraspis	68587	Uraspis uraspis			Jeff Williams	Morphological	(Günther, 1860)		Vouchered:Registered Collection	Unknown tissue sample		Jeffrey T. Williams, Kent Carpenter, Apollo Lizano, Toby Potenciana						Purchased at market								SL=132 mm.	13.139	123.744							Philippines	Albay			Philippines, Albay, purchased from Legaspi City Ma	3357619	http://www.boldsystems.org/pics/PHIIT/USNM_408891_photograph_RP-091_132mmSL_PI-2012-13_lateral+1530889532.JPG	Lateral	USNM 408891 photograph lateral view		2012	CreativeCommons � Attribution Non-Commercial (by-nc)	Smithsonian Institution National Museum of Natural History	Jeffrey T. Williams
RDFCA298-05	JHLOW00298	50058					BOLD:AAB9420	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11597	Seriola rivoliana					Valenciennes, 1833					Jacob Lowenstein							A		S				FAO-77	<xml><detailed_lifestage>Adult</detailed_lifestage><eggs>Pelagic (F)</eggs></xml>	10.8591	-85.9036			20				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Marino	Isla Cocinera									
RDFCA415-05	JHLOW00415	180145		JHLOW00415	Research Collection of Jake Lowenstein		BOLD:AAB0584	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11570	Caranx sexfasciatus			Jake Lowenstein		Quoy & Gaimard, 1825					Jacob Lowenstein							A						FAO-77		10.857	-85.898				2			Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Marino										
SAIAB598-07	SAIAB 77976-T530	663072	77976	PCH 2005-11F	South African Institute for Aquatic Biodiversity		BOLD:AAB7462	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3570	Gnathanodon	11523	Gnathanodon speciosus			Phillip C. Heemstra		(Forsskål, 1775)					PCH,EH,MM,KM,AB													FAO-51		-4.6241	55.4458							Seychelles	Mahe	Victoria market											
SCS331-16	NS943	7201642	NS943	NS943	Guangdong Ocean University		BOLD:AAB0584	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11570	Caranx sexfasciatus			Gang Hou	morphological	Quoy & Gaimard, 1825			muscle		Hou Gang																							China		Nansha Islands											
SCS409-16	BBWC1681	7201720	BBWC1681	BBWC1681	Guangdong Ocean University		BOLD:AAB5271	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	64254	Megalaspis	64255	Megalaspis cordyla			Gang Hou	morphological	Linnaeus, 1758			muscle		Hou Gang															21.25	108.75							China		Beibu gulf											
SCS452-16	YJC008	7201763	YJC008	YJC008	Guangdong Ocean University		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus			Gang Hou	morphological	Bloch, 1793			muscle		Hou Gang															21.25	111.75							China		Northern South China Sea											
TZMSB172-04	ADC 210.33-1	31562			South African Institute for Aquatic Biodiversity		BOLD:ACD2812	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3532	Lichia	11595	Lichia amia			Allan D. Connell		Linnaeus, 1758					Dennis Vaughan							A		S				FAO-51	rod & line	-30.097	30.865							South Africa	KwaZulu-Natal			Winklespruit									
TZSAL432-13	CCDB-13981_A02	3794913		EIIIB6 9.1.2012Fi #2	Research Collection of Allan Connell		BOLD:ACG8595	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	84543	Caranx heberi			Dirk Steinke	BOLD assignment	Bennett, 1830		unvouchered			Allan D. Connell							i						EIIIB6 9.1.2012Fi #2	Carangidae	-30.33	30.75	Gazetteer						South Africa	KwaZulu-Natal	Ugu		Park Rynie									
WLIND043-07	WL-M43	552576		SL103	National Bureau of Fish Genetic Resources, India		BOLD:AAB6418	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595073	Scomberoidinae	3544	Scomberoides	82070	Scomberoides lysan			Wazir S. Lakra		(Forsskål, 1775)												I						FAO-51		19.1333	75.8333							India	Maharashtra	Mumbai											
ANGBF17255-19	MH085878	10115613			Mined from GenBank, NCBI		BOLD:AAB2977	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140185	Platycaranx	1140186	Platycaranx chrysophrys																																														
ANGBF17323-19	KY570725	10115681			Mined from GenBank, NCBI		BOLD:AAC4792	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18711	Decapterus macarellus					Cuvier, 1833																				5.6175	95.4272							Indonesia													
ANGBF17366-19	KX610906	10115724			Mined from GenBank, NCBI		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59233	Decapterus maruadsi					(Temminck & Schlegel, 1843)																																									
ANGBF17402-19	KY570746	10115760			Mined from GenBank, NCBI		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59233	Decapterus maruadsi					(Temminck & Schlegel, 1843)																				4.5331	100.633							Malaysia													
ANGBF17475-19	MG637159	10115833			Mined from GenBank, NCBI		BOLD:AAB3884	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3569	Parastromateus	11525	Parastromateus niger					Bloch, 1795																				26.52	120.17							China													
ANGBF17632-19	LC178053	10115990			Mined from GenBank, NCBI		BOLD:ADE3940	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																																									
ANGBF17695-19	MH378552	10116053			Mined from GenBank, NCBI		BOLD:AAH9698	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	140887	Seriola zonata					Mitchill, 1815																												United States													
ANGBF51355-19	MK264421	10849440			Mined from GenBank, NCBI		BOLD:ADG2635	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3536	Alepes	90893	Alepes kleinii					Bloch, 1793																				26.52	120.17							China													
ANGBF54015-19	MH191042	10852100			Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus					Bowdich, 1825																				39.6753	-7.93366	Coordinates from country centroid						Portugal													
ANGBF54034-19	MH191061	10852119			Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus					Bowdich, 1825																				39.6753	-7.93366	Coordinates from country centroid						Portugal													
ANGBF55280-19	MK046968	10853365			Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus					Bowdich, 1825																				39.6753	-7.93366	Coordinates from country centroid						Portugal													
ANGBF55317-19	MK047005	10853402			Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus					Bowdich, 1825																				39.6753	-7.93366	Coordinates from country centroid						Portugal													
ANGEN056-15	LQDWL-MP1415-FISH-09	5515790		LQDWL-MP1415-FISH-09	Gujarat Biodiversity Gene Bank			18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	68584	Atropus atropos					(Bloch & Schneider, 1801)					Dr.Snehal Bagatharia, Garima Ayachit															20.9	70.3667				100			India	Gujarat	Veraval											
BACQ146-16	BIOUG30362_B8	7218220	ECOCH	Frasco 1	El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAB0584	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae									Martha Valdez-Moreno	Morphology						Estrella Malca, Sara Privoznik									S				Egg	NOAA	19.9498	-75.8816							Cuba					2900894	http://www.boldsystems.org/pics/BACQ/BIOUG30362_B8+1467077858.jpg	Egg		Martha Valdez-Moreno	2016	CreativeCommons - Attribution	El Colegio de la Frontera Sur, Unidad Chetumal	Martha Valdez-Moreno
DBMF177-10	DBMF-M177	1665401	UMTF03425	KNJ03-02	Universiti Malaysia Terengganu		BOLD:AAB3475	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140191	Turrum	1140192	Turrum coeruleopinnatum										Tun Nurul Aimi													FAO-71		3.787	103.317							Malaysia	Pahang	South China Sea		Kuantan									
DBMF188-10	DBMF-M188	1665412	UMTF03436	KNJ06-01	Universiti Malaysia Terengganu		BOLD:AAB3884	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3569	Parastromateus	11525	Parastromateus niger					Bloch, 1795					Tun Nurul Aimi													FAO-71		3.787	103.317							Malaysia	Pahang	South China Sea		Kuantan									
DBMF250-10	DBMF-M250	1665474	UMTF03498	PKJ01-04	Universiti Malaysia Terengganu		BOLD:AAD8719	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	90892	Selar boops					Cuvier, 1833					Tun Nurul Aimi													FAO-71		5.322	103.132							Malaysia	Terengganu	South China Sea		Pulau Kambing									
DBMF383-10	DBMF-M383	1665607	UMTF03631	MKS09-03	Universiti Malaysia Terengganu		BOLD:ACE4938	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	68584	Atropus atropos					(Bloch & Schneider, 1801)					Tun Nurul Aimi													FAO-71		2.503	112.316							Malaysia	Sarawak	South China Sea		Mukah									
DBMF405-10	DBMF-M405	1665629	UMTF03653	KC01-03	Universiti Malaysia Terengganu		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833					Tun Nurul Aimi													FAO-71		1.531	110.344							Malaysia	Sarawak	South China Sea		Kuching									
DBMF650-10	DBMF-M650	1720617	UMTF 03898	SMP02-02	Universiti Malaysia Terengganu		BOLD:AAC1418	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59238	Decapterus kurroides					Bleeker, 1855					Tun Nurul Aimi													FAO-71		4.48	118.612							Malaysia	Sabah	Sulawesi Sea		Semporna									
DBMF669-10	DBMF-M669	1720636	UMTF 03917	TW02-02	Universiti Malaysia Terengganu		BOLD:AAC1418	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59238	Decapterus kurroides					Bleeker, 1855					Tun Nurul Aimi													FAO-71		4.282	117.915							Malaysia	Sabah	Sulawesi Sea		Tawau									
DBMF747-10	DBMF-M747	1720714	UMTF 03995	KKJ03-01	Universiti Malaysia Terengganu		BOLD:AAD8719	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	90892	Selar boops					Cuvier, 1833					Tun Nurul Aimi													FAO-71		5.983	116.072							Malaysia	Sabah	South China Sea		Kota Kinabalu									
DNATR807-13	TR807EK	3044524		TR807EK	Ankara University Biotechnology Institute		BOLD:ACD2812	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3532	Lichia	11595	Lichia amia			Emre Keskin		Linnaeus, 1758					Emre Keskin							A								38.9321	35.5689	Coordinates from country centroid						Turkey													
DSFSG944-13	ADC2013 210.21 #6	3398786		ADC2013 210.21 #6	South African Institute for Aquatic Biodiversity		BOLD:ACG8595	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	84543	Caranx heberi			Allan D. Connell		Bennett, 1830					Bruce Mann													210.21 #6		-28.125	32.56			-1				South Africa				Cape Vidal	2077017	http://www.boldsystems.org/pics/DSFSG/Caranx_heberi_210.21_#5+1365736282.JPG	Lateral		Allan D Connell	2013	CreativeCommons - Attribution Non-Commercial No Derivatives	Allan D Connell	Allan D Connell
FMVIC382-08	MFG#382	746685	A25796-002		Museums Victoria, Australia		BOLD:AAC0327	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																		FAO-57		-38.35	142.3							Australia	Victoria			off Killarney									
FOAC419-05	BW-A1418	60135			CSIRO, Australian National Fish Collection		BOLD:AAB3884	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3569	Parastromateus	11525	Parastromateus niger					Bloch, 1795					A. Graham													FAO-57	BW-1418	-20.17	115.017				156			Australia	Western Australia	W of Monte Bello Islands											
FOAC443-05	BW-A1442	60159	CSIRO H 3911-01		Centre for Biodiversity Genomics		BOLD:AAE2961	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11574	Caranx bucculentus					Alleyne & Macleay, 1877					R Daley (CSIRO)													FAO-71	BW-1442	-12.5	141.483				23			Australia	Queensland	Gulf of Carpentaria, W of Weipa											
FOAC471-05	BW-A1470	60187			CSIRO, Australian National Fish Collection		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	20617	Atule cf mate										R Daley (CSIRO)														FAO-02									Australia	New South Wales	Sydney	Cabramatta (Sydney) shop										
FOAL093-10	BW-A8693	1517838		IN01540 KD503	CSIRO, Australian National Fish Collection		BOLD:ADI4344	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18713	Decapterus macrosoma			William White		Bleeker, 1851					W White (CSIRO)													FAO-57	unreg	-8.75	115.15							Indonesia	Bali			Kedonganan, Bali									
FOAQ786-22	BW-A16948	14880083	CSIRO H 8821-09	GT 15099	CSIRO, Australian National Fish Collection		BOLD:AAB0587	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11573	Caranx ignobilis			John J Pogonoski		(Forsskål, 1775)																				-8.291	146.181							Papua New Guinea				off Iokea, Gulf of Papua									
FSCS551-07	SCSIO-Fish-Z711217	700088	ZC I07217	SCSIO-Fish-Z711217	Chinese Academy of Sciences, Marine Biodiversity Collection of South China Sea		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate			Junbin Zhang		Cuvier, 1833																		dorsal muscle, FAO-61		18.045	111.484							China													
GBGC4150-08	EU182975	780822	EU182975		Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11559	Trachurus novaezelandiae					Richardson, 1843																																									
GBMIN127799-17	KJ502041	8485023		KJ502041	Mined from GenBank, NCBI		BOLD:AAI7885	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																				3.67166	114.633	Coordinates from country centroid						Malaysia													
GBMIN132451-17	KY676004	8489675		KY676004	Mined from GenBank, NCBI		BOLD:AAB0870	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793																				24.136	44.601	Coordinates from country centroid						Saudi Arabia													
GBMNB74114-20	LC571893	12170183	Dmar		Mined from GenBank, NCBI		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59233	Decapterus maruadsi					(Temminck & Schlegel, 1843)																				26.6052	30.2401	Coordinates from country centroid						Egypt													
GBMNC16993-20	MT491979	12400094		MT491979	Mined from GenBank, NCBI		BOLD:AEC9052	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3547	Pseudocaranx	11562	Pseudocaranx dentex					(Bloch & Schneider, 1801)																												Portugal													
GBMND50967-21	MW538657	12935871		MW538657	Mined from GenBank, NCBI		BOLD:AAB9930	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	68578	Caranx hippos					Linnaeus, 1766																												United States													
GBMND50974-21	MT012671	12935878	DUZM_MF_203.4		Mined from GenBank, NCBI		BOLD:AAB0584	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11570	Caranx sexfasciatus					Quoy & Gaimard, 1825																				20.6267	92.3325							Bangladesh													
GBMND50976-21	MT012632	12935880	DUZM_MF_209.3		Mined from GenBank, NCBI		BOLD:AAB3884	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3569	Parastromateus	11525	Parastromateus niger					Bloch, 1795																				22.3157	91.7165							Bangladesh													
GBMND65395-21	MT508521	13676507		MT508521	Mined from GenBank, NCBI		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18714	Decapterus russelli					(Rüppell, 1830)																																									
GBMNE36814-21	LC501946	14269023	KAUM:I:67599		Mined from GenBank, NCBI		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																												Vietnam													
GBMNE36865-21	LC501772	14269074	UPVMI:I:1257		Mined from GenBank, NCBI		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																												Philippines													
GBMNE36942-21	LC501862	14269151	LC501862		Mined from GenBank, NCBI		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																												Thailand													
GBMNE37015-21	LC501757	14269224	LC501757		Mined from GenBank, NCBI		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																												Malaysia													
GBMNE37212-21	MN511962	14269421			Mined from GenBank, NCBI		BOLD:AAB5271	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	64254	Megalaspis	64255	Megalaspis cordyla					Linnaeus, 1758																												Pakistan													
GBMNE78443-22	MZ606155	16490332	CIFE-GOM-Cm1		Mined from GenBank, NCBI		BOLD:AAB0585	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11569	Caranx melampygus					Cuvier, 1833																																									
GBMNF43950-22	MT646270	15409827	UMTF 9457	MT646270	Mined from GenBank, NCBI		BOLD:AAB2977	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140185	Platycaranx	1140186	Platycaranx chrysophrys																																														
GBMNF43986-22	MT646245	15409863	UMTF 9431	MT646245	Mined from GenBank, NCBI		BOLD:AAB3475	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3513	Carangoides																																																
GBMNF44036-22	MT646303	15409913	UMTF 9490	MT646303	Mined from GenBank, NCBI		BOLD:AAD6117	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68583	Atropus	1140170	Atropus hedlandensis																																														
GBMNF44150-22	LC646740	15410027	FRLM:36795	LC646740	Mined from GenBank, NCBI		BOLD:AAB0512	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595073	Scomberoidinae	3544	Scomberoides	82070	Scomberoides lysan					(Forsskål, 1775)																												Japan													
GBMNF44212-22	OL739090	15410089		OL739090	Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11631	Trachurus trachurus					Linnaeus, 1758																												Turkey													
LFSCS350-18	GDYH258	8628234	GDYH258	GDYH258	Guangdong Ocean University, College of Fisheries, Xiashan Campus		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus			Gang Hou		Bloch, 1793			muscle		Hou Gang							Larvae																China		Northern South China Sea	South China Sea										
MFLV564-10	MFLV2801	1357993	ECO-CH-LP 4415		El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAB9770	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59235	Decapterus punctatus			Jose Angel Cohuo Colli		Cuvier, 1829					Rafael de la Parra Venegas							I		S				Larvae, FAO-31	WGS84, Size 32 mm TL, Plankton net	21.423	-86.516				1			Mexico				Feeding area of whale shark, 26.13 Km Southern of									
MFSP138-09	LBPV35159	1242715	35159	LBP2008121100	Universidade Estadual Paulista, Lab de Biologia e Genetica de Peixes		BOLD:AAB7372	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3543	Selene	34608	Selene setapinnis			Claudio Oliveira		Mitchill, 1815					C Oliveira									S						-23.506	-45.034							Brazil	Sao Paulo												
MXII638-10	MXIII697	1356357	ECOCH6354	697	El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAB9494	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	68576	Trachinotus falcatus			Carolina Quintal Lizama		Linnaeus, 1758					Carolina Quintal-Lizama & Jose Angel Cohuo Colli				Bahía Chetumal			A		S				FAO-02	WGS84	18.248	-87.895							Mexico	Quintana Roo	Othon P. Blanco		La aguada									
NNPF143-10	NPPF1143	1384963		1143	University of Tehran		BOLD:AAH6462	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3513	Carangoides	122787	Carangoides praeustus					(Anonymous [Bennett], 1830)		whole body-frozen			Hosseinali Asgharian													Local name: Dom-zard		27.4	52.6							Iran	Bushehr	Nayband National Park Coast											
