SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
22704103,70340,Honeyeaters,Xanthotis polygrammus,Spotted Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1280000,Unknown,not applicable,Stable,suspected
22704110,70350,Honeyeaters,Xanthotis macleayanus,Macleay's Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,52100,Unknown,not applicable,Stable,suspected
22704185,70410,Honeyeaters,Philemon brassi,Brass's Friarbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,46800,Unknown,not applicable,Stable,suspected
22704221,70510,Honeyeaters,Philemon eichhorni,New Ireland Friarbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7500,Unknown,not applicable,Stable,suspected
22703813,70630,Honeyeaters,Myzomela albigula,White-chinned Myzomela,DD,False,False,False,False,True,Not a migrant,True,False,False,668,,11300,Unknown,not applicable,Unknown,not applicable
103686493,70650,Honeyeaters,Myzomela eques,Ruby-throated Myzomela,LC,False,False,False,False,True,Nomadic,True,False,False,0,,1180000,Unknown,not applicable,Decreasing,not applicable
103686603,70660,Honeyeaters,Myzomela simplex,Moluccan Myzomela,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,56800,Unknown,not applicable,Stable,suspected
22703827,70720,Honeyeaters,Myzomela nigrita,Papuan Black Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1390000,Unknown,not applicable,Stable,suspected
22703830,70730,Honeyeaters,Myzomela pulchella,New Ireland Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7100,Unknown,not applicable,Stable,suspected
22703838,70740,Honeyeaters,Myzomela kuehni,Wetar Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4000,20000-49999,suspected,Unknown,not applicable
216552510,70750,Honeyeaters,Myzomela prawiradilagae,Alor Myzomela,VU,False,False,False,False,True,Not a migrant,True,False,False,188,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",0,"3000-12000, 4000-9999",inferred,Decreasing,suspected
22703845,70760,Honeyeaters,Myzomela erythrocephala,Red-headed Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2960000,Unknown,not applicable,Decreasing,suspected
22703842,70770,Honeyeaters,Myzomela dammermani,Sumba Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,38700,Unknown,not applicable,Decreasing,suspected
103686945,70810,Honeyeaters,Myzomela batjanensis,Bacan Myzomela,VU,False,False,False,False,True,Not a migrant,True,False,False,90,C2a(ii),100,2500-9999,estimated,Decreasing,inferred
22703855,70830,Honeyeaters,Myzomela boiei,Banda Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,74500,Unknown,not applicable,Stable,suspected
22703865,70870,Honeyeaters,Myzomela rubratra,Micronesian Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2520000,560000-600000,estimated,Unknown,not applicable
22703884,70910,Honeyeaters,Myzomela eichhorni,Crimson-rumped Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,14800,Unknown,not applicable,Unknown,not applicable
22703895,70940,Honeyeaters,Myzomela tristrami,Sooty Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5200,Unknown,not applicable,Stable,suspected
22703902,70960,Honeyeaters,Myzomela erythromelas,Black-bellied Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,63600,Unknown,not applicable,Stable,suspected
22703906,70970,Honeyeaters,Myzomela vulnerata,Black-breasted Myzomela,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,36500,Unknown,not applicable,Stable,suspected
103687293,70980,Honeyeaters,Myzomela rosenbergii,Red-collared Myzomela,LC,False,False,False,False,True,Nomadic,True,False,False,0,,787000,Unknown,not applicable,Decreasing,not applicable
22704161,71110,Honeyeaters,Pycnopygius ixoides,Plain Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,960000,Unknown,not applicable,Stable,suspected
22704378,71140,Honeyeaters,Gliciphila undulata,Barred Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,86600,Unknown,not applicable,Stable,suspected
22704236,71190,Honeyeaters,Ptiloprora meekiana,Yellowish-streaked Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,426000,Unknown,not applicable,Stable,suspected
22704239,71200,Honeyeaters,Ptiloprora erythropleura,Rufous-sided Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,233000,Unknown,not applicable,Stable,suspected
22704242,71220,Honeyeaters,Ptiloprora mayri,Mayr's Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,13000,Unknown,not applicable,Stable,suspected
22704403,71270,Honeyeaters,Conopophila albogularis,Rufous-banded Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3040000,Unknown,not applicable,Decreasing,suspected
22704122,71440,Honeyeaters,Oreornis chrysogenys,Orange-cheeked Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,49500,Unknown,not applicable,Stable,suspected
22703996,71450,Honeyeaters,Meliphaga aruensis,Puff-backed Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1500000,Unknown,not applicable,Decreasing,suspected
22704016,71470,Honeyeaters,Meliphaga lewinii,Lewin's Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1870000,Unknown,not applicable,Decreasing,inferred
22704002,71570,Honeyeaters,Microptilotis vicina,Tagula Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,500,,1500,33000-57000,estimated,Stable,inferred
22704067,71640,Honeyeaters,Stomiopera unicolor,White-gaped Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2450000,Unknown,not applicable,Stable,suspected
22704064,71650,Honeyeaters,Stomiopera flava,Yellow Honeyeater,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,691000,Unknown,not applicable,Stable,suspected
22704046,71670,Honeyeaters,Bolemoreus hindwoodi,Eungella Honeyeater,NT,False,False,False,False,True,Not a migrant,True,False,False,300,B1ab(iii)+2ab(iii); D2,420,"2000-4700, 2500-3000",estimated,Stable,suspected
22704454,71690,Honeyeaters,Anthochaera lunulata,Western Wattlebird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,416000,Unknown,not applicable,Decreasing,observed
22704466,71720,Honeyeaters,Anthochaera carunculata,Red Wattlebird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4300000,Unknown,not applicable,Stable,suspected
22704061,71760,Honeyeaters,Gavicalis virescens,Singing Honeyeater,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,8860000,Unknown,not applicable,Increasing,suspected
22704058,71770,Honeyeaters,Gavicalis fasciogularis,Mangrove Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,349000,Unknown,not applicable,Increasing,suspected
22704037,71870,Honeyeaters,Caligavis subfrenata,Black-throated Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,517000,Unknown,not applicable,Stable,suspected
22704079,71880,Honeyeaters,Lichenostomus cratitius,Purple-gaped Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1240000,Unknown,not applicable,Decreasing,suspected
22704076,71890,Honeyeaters,Lichenostomus melanops,Yellow-tufted Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1490000,Unknown,not applicable,Decreasing,suspected
22704260,71960,Honeyeaters,Melionyx nouhuysi,Short-bearded Honeyeater,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,27200,Unknown,not applicable,Stable,suspected
22704268,71980,Honeyeaters,Melidectes ochromelas,Cinnamon-browed Melidectes,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,610000,Unknown,not applicable,Stable,suspected
22704276,72000,Honeyeaters,Melidectes belfordi,Belford's Melidectes,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,364000,Unknown,not applicable,Decreasing,suspected
22704499,72070,Pardalotes,Pardalotus striatus,Striated Pardalote,LC,False,False,False,False,True,Full migrant,True,True,False,0,,9930000,Unknown,not applicable,Decreasing,suspected
22705414,72080,Thornbills,Pachycare flavogriseum,Goldenface,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,690000,Unknown,not applicable,Decreasing,suspected
22704714,72270,Thornbills,Gerygone ruficollis,Brown-breasted Gerygone,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,629000,Unknown,not applicable,Stable,suspected
22704721,72290,Thornbills,Gerygone fusca,Western Gerygone,LC,False,False,False,False,True,Full migrant,True,False,False,0,,6650000,Unknown,not applicable,Decreasing,suspected
22704593,72340,Thornbills,Pyrrholaemus brunneus,Redthroat,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,5040000,Unknown,estimated,Decreasing,suspected
22704523,72430,Thornbills,Origma murina,Rusty Mouse-warbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1270000,Unknown,not applicable,Decreasing,suspected
22704582,72470,Thornbills,Aethomyias spilodera,Pale-billed Scrubwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1150000,Unknown,not applicable,Stable,suspected
22704573,72490,Thornbills,Aethomyias perspicillatus,Buff-faced Scrubwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,493000,Unknown,not applicable,Decreasing,suspected
104008462,72560,Thornbills,Sericornis beccarii,Tropical Scrubwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,885000,Unknown,not applicable,Decreasing,suspected
22705330,74280,Whipbirds and wedgebills,Psophodes nigrogularis,Western Whipbird,LC,False,False,False,False,True,Not a migrant,True,False,False,1800,,518000,13500,estimated,Stable,not applicable
22705327,74290,Whipbirds and wedgebills,Psophodes olivaceus,Eastern Whipbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1590000,Unknown,not applicable,Decreasing,suspected
22705339,74310,Whipbirds and wedgebills,Psophodes cristatus,Chirruping Wedgebill,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,1080000,Unknown,not applicable,Stable,suspected
22705290,74450,Vireos,Hylophilus pectoralis,Ashy-headed Greenlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7790000,Unknown,not applicable,Stable,suspected
22705286,74490,Vireos,Hylophilus semicinereus,Grey-chested Greenlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5270000,Unknown,not applicable,Stable,suspected
103693705,74500,Vireos,Hylophilus thoracicus,Rio de Janeiro Greenlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,300000,Unknown,not applicable,Decreasing,not applicable
103693709,74510,Vireos,Hylophilus griseiventris,Lemon-chested Greenlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5270000,Unknown,not applicable,Decreasing,not applicable
22705130,74550,Vireos,Vireolanius melitophrys,Chestnut-sided Shrike-vireo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,495000,20000-49999,suspected,Stable,suspected
22705213,74660,Vireos,Pachysylvia hypochrysea,Golden Greenlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,649000,50000-499999,suspected,Decreasing,suspected
22705297,74690,Vireos,Pachysylvia muscicapina,Buff-cheeked Greenlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4370000,Unknown,not applicable,Decreasing,not applicable
22705306,74710,Vireos,Pachysylvia semibrunnea,Rufous-naped Greenlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,244000,Unknown,not applicable,Stable,suspected
22705293,74720,Vireos,Vireo sclateri,Tepui Vireo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,625000,Unknown,not applicable,Stable,suspected
22735122,74750,Vireos,Vireo gilvus,Warbling Vireo,LC,False,False,False,False,True,Full migrant,True,False,False,0,,16700000,53000000,inferred,Increasing,inferred
22705254,74800,Vireos,Vireo altiloquus,Black-whiskered Vireo,LC,False,False,False,False,True,Full migrant,True,False,False,0,,3240000,6200000,inferred,Unknown,not applicable
22705237,74840,Vireos,Vireo flavifrons,Yellow-throated Vireo,LC,False,False,False,False,True,Full migrant,True,False,False,0,,5300000,4700000,estimated,Increasing,estimated
22705228,74870,Vireos,Vireo cassinii,Cassin's Vireo,LC,False,False,False,False,True,Full migrant,True,False,False,0,,2430000,5000000,estimated,Stable,estimated
22705234,74890,Vireos,Vireo solitarius,Blue-headed Vireo,LC,False,False,False,False,True,Full migrant,True,False,False,0,,6640000,13000000,estimated,Increasing,estimated
22705219,74920,Vireos,Vireo nanus,Flat-billed Vireo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,69200,Unknown,not applicable,Unknown,not applicable
22705156,74930,Vireos,Vireo bellii,Bell's Vireo,LC,False,False,False,False,True,Full migrant,True,False,False,0,,4930000,5700000,inferred,Increasing,inferred
22705153,74950,Vireos,Vireo brevipennis,Slaty Vireo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,202000,20000-49999,suspected,Decreasing,suspected
22705179,74970,Vireos,Vireo nelsoni,Dwarf Vireo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,206000,20000-49999,suspected,Decreasing,suspected
22705203,74990,Vireos,Vireo caribaeus,San Andres Vireo,VU,False,False,False,False,True,Not a migrant,True,False,False,0,D2,21,2500-9999,suspected,Stable,suspected
22705194,75000,Vireos,Vireo bairdi,Cozumel Vireo,NT,False,False,False,False,True,Not a migrant,True,False,False,360,"B1ab(ii,iii,v)+2ab(ii,iii,v); D2",550,20000-49999,estimated,Unknown,not applicable
103694110,75070,Cuckooshrikes,Pericrocotus erythropygius,White-bellied Minivet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2480000,Unknown,not applicable,Stable,suspected
22706763,75130,Cuckooshrikes,Pericrocotus miniatus,Sunda Minivet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,798000,Unknown,not applicable,Decreasing,suspected
22706747,75150,Cuckooshrikes,Pericrocotus lansbergei,Flores Minivet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,66100,Unknown,not applicable,Decreasing,suspected
22706466,75280,Cuckooshrikes,Coracina maxima,Ground Cuckooshrike,LC,False,False,False,False,True,Nomadic,True,False,False,0,,8180000,Unknown,not applicable,Decreasing,estimated
22706516,75300,Cuckooshrikes,Coracina boyeri,Boyer's Cuckooshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1260000,Unknown,not applicable,Decreasing,suspected
103694213,75370,Cuckooshrikes,Coracina panayensis,Visayan Cuckooshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,65200,Unknown,not applicable,Decreasing,suspected
103694485,75520,Cuckooshrikes,Ceblepyris cinereus,Madagascar Cuckooshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,689000,Unknown,not applicable,Decreasing,suspected
22706553,75530,Cuckooshrikes,Ceblepyris graueri,Grauer's Cuckooshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,99600,10000-19999,suspected,Decreasing,inferred
22706543,75550,Cuckooshrikes,Ceblepyris caesius,Grey Cuckooshrike,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,12000000,Unknown,not applicable,Stable,suspected
22706690,75580,Cuckooshrikes,Campephaga petiti,Petit's Cuckooshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3090000,Unknown,not applicable,Decreasing,suspected
22707722,77440,Bush-shrikes,Malaconotus lagdeni,Lagden's Bushshrike,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A3c+4c,2710000,20000-49999,suspected,Decreasing,inferred
22707747,77460,Bush-shrikes,Malaconotus alius,Uluguru Bushshrike,EN,False,False,False,False,True,Not a migrant,True,False,False,43,B1ab(iii)+2ab(iii),140,2400,estimated,Stable,estimated
22707477,77490,Bush-shrikes,Dryoscopus sabini,Sabine's Puffback,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4830000,Unknown,not applicable,Decreasing,suspected
22707505,77560,Bush-shrikes,Tchagra australis,Brown-crowned Tchagra,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,15100000,Unknown,not applicable,Stable,suspected
22707510,77570,Bush-shrikes,Tchagra jamesi,Three-streaked Tchagra,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1680000,Unknown,not applicable,Unknown,not applicable
22707678,77630,Bush-shrikes,Chlorophoneus kupeensis,Mount Kupe Bushshrike,EN,False,False,False,False,True,Not a migrant,True,False,False,0,D,7300,50-249,estimated,Decreasing,suspected
22707656,77660,Bush-shrikes,Chlorophoneus olivaceus,Olive Bushshrike,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,1430000,Unknown,not applicable,Decreasing,suspected
22707647,77680,Bush-shrikes,Chlorophoneus sulfureopectus,Orange-breasted Bushshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,20400000,Unknown,not applicable,Stable,suspected
22707606,77690,Bush-shrikes,Laniarius leucorhynchus,Lowland Sooty Boubou,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,5190000,Unknown,not applicable,Unknown,not applicable
103706204,77710,Bush-shrikes,Laniarius holomelas,Albertine Sooty Boubou,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,135000,Unknown,not applicable,Decreasing,suspected
22707518,77770,Bush-shrikes,Laniarius ruficeps,Red-naped Bushshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1200000,Unknown,not applicable,Stable,suspected
22707571,77810,Bush-shrikes,Laniarius ferrugineus,Southern Boubou,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,1490000,Unknown,not applicable,Stable,suspected
22707580,77850,Bush-shrikes,Laniarius erythrogaster,Black-headed Gonolek,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,5910000,Unknown,not applicable,Stable,suspected
22707623,77960,Bush-shrikes,Rhodophoneus cruentus,Rosy-patched Bushshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4980000,Unknown,not applicable,Stable,suspected
22707701,77980,Bush-shrikes,Telophorus dohertyi,Doherty's Bushshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,464000,Unknown,not applicable,Stable,suspected
103707799,78030,Silktails,Lamprolia klinesmithi,Natewa Silktail,VU,False,False,False,False,True,Not a migrant,True,False,False,356,C2a(ii),356,3000-5000,estimated,Decreasing,inferred
22706809,78270,Fantails,Rhipidura diluta,Brown-capped Fantail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,70200,Unknown,not applicable,Decreasing,suspected
22706831,78300,Fantails,Rhipidura leucothorax,White-bellied Thicket-fantail,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,994000,Unknown,not applicable,Stable,suspected
22706784,78370,Fantails,Rhipidura phoenicura,Rufous-tailed Fantail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,53400,Unknown,not applicable,Decreasing,inferred
22706900,78390,Fantails,Rhipidura rufidorsa,Rufous-backed Fantail,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,1050000,Unknown,not applicable,Decreasing,inferred
103710458,78480,Fantails,Rhipidura rufifrons,Rufous Fantail,LC,False,False,False,False,True,Full migrant,True,False,False,0,,13200000,Unknown,not applicable,Stable,suspected
22706839,78540,Fantails,Rhipidura hyperythra,Chestnut-bellied Fantail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1220000,Unknown,not applicable,Decreasing,suspected
103710807,78590,Fantails,Rhipidura layardi,Fiji Streaked Fantail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,33600,Unknown,not applicable,Decreasing,suspected
22706875,78640,Fantails,Rhipidura personata,Kadavu Fantail,NT,False,False,False,False,True,Not a migrant,True,True,False,0,B1b(iii),910,1500-7000,estimated,Decreasing,suspected
22735745,78670,Fantails,Rhipidura fuliginosa,New Zealand Fantail,LC,False,False,False,False,True,Full migrant,True,False,False,0,,1180000,Unknown,not applicable,Decreasing,not applicable
229728866,78800,Drongos,Dicrurus ludwigii,Square-tailed Drongo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7580000,Unknown,not applicable,Stable,suspected
22706961,78880,Drongos,Dicrurus macrocercus,Black Drongo,LC,False,False,False,False,True,Full migrant,True,False,False,0,,26100000,Unknown,not applicable,Unknown,not applicable
22706970,78910,Drongos,Dicrurus annectens,Crow-billed Drongo,LC,False,False,False,False,True,Full migrant,True,False,False,0,,2760000,Unknown,not applicable,Decreasing,not applicable
22706976,78930,Drongos,Dicrurus remifer,Lesser Racquet-tailed Drongo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7240000,Unknown,not applicable,Decreasing,not applicable
232589675,78950,Drongos,Dicrurus hottentottus,Hair-crested Drongo,LC,False,False,False,False,True,,True,False,False,0,,22500000,Unknown,not applicable,Decreasing,suspected
22704995,80500,Shrikes,Lanius tigrinus,Tiger Shrike,LC,False,False,False,False,True,Full migrant,True,False,False,0,,4670000,Unknown,not applicable,Decreasing,estimated
22705029,80600,Shrikes,Lanius schach,Long-tailed Shrike,LC,False,False,False,False,True,Full migrant,True,True,False,0,,33000000,Unknown,not applicable,Unknown,not applicable
22705042,80650,Shrikes,Lanius ludovicianus,Loggerhead Shrike,NT,False,False,False,False,True,Full migrant,True,False,False,0,A2bce+3bce+4bce,13500000,7000000,estimated,Decreasing,estimated
22729533,80700,Shrikes,Lanius meridionalis,Iberian Grey Shrike,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2abc+3bc+4abc,763000,744000-1310000,estimated,Decreasing,estimated
22705061,80750,Shrikes,Lanius dorsalis,Taita Fiscal,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1880000,Unknown,not applicable,Stable,suspected
22705066,80760,Shrikes,Lanius somalicus,Somali Fiscal,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1710000,Unknown,not applicable,Stable,suspected
103719284,80960,Crows and jays,Dendrocitta occipitalis,Sumatran Treepie,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,257000,Unknown,not applicable,Decreasing,suspected
22736049,80970,Crows and jays,Dendrocitta cinerascens,Bornean Treepie,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,379000,Unknown,not applicable,Decreasing,suspected
22705852,81000,Crows and jays,Dendrocitta bayleii,Andaman Treepie,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i); D1,20600,250-999,suspected,Decreasing,suspected
22705787,81040,Crows and jays,Urocissa ornata,Sri Lanka Blue Magpie,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),7000,"6000-14000, 8500-10000",estimated,Decreasing,inferred
22705806,81080,Crows and jays,Urocissa whiteheadi,White-winged Magpie,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2bcd+3bcd+4bcd,960000,Unknown,not applicable,Decreasing,inferred
103723684,81220,Crows and jays,Garrulus glandarius,Eurasian Jay,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,43100000,24000000-46200000,estimated,Stable,inferred
103726922,81230,Crows and jays,Garrulus bispecularis,Plain-crowned Jay,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5920000,Unknown,not applicable,Decreasing,suspected
22706007,81480,Crows and jays,Corvus jamaicensis,Jamaican Crow,NT,False,False,False,False,True,Altitudinal migrant,True,False,False,0,D1,13500,1000-2499,estimated,Increasing,suspected
22706013,81490,Crows and jays,Corvus leucognaphalus,White-necked Crow,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd,122000,Unknown,not applicable,Increasing,inferred
22705996,81530,Crows and jays,Corvus imparatus,Tamaulipas Crow,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,125000,200000,estimated,Decreasing,suspected
22706081,81570,Crows and jays,Corvus crassirostris,Thick-billed Raven,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1020000,Unknown,not applicable,Stable,suspected
22706068,81590,Crows and jays,Corvus corax,Common Raven,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,137000000,21000000-26400000,estimated,Increasing,estimated
103727509,81730,Crows and jays,Corvus violaceus,Violet Crow,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,30000,Unknown,not applicable,Decreasing,suspected
22705963,81740,Crows and jays,Corvus validus,Long-billed Crow,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,55700,Unknown,not applicable,Decreasing,suspected
22705944,81750,Crows and jays,Corvus moneduloides,New Caledonian Crow,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,20900,Unknown,not applicable,Stable,suspected
22733499,81840,Crows and jays,Corvus tasmanicus,Forest Raven,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1020000,Unknown,,Decreasing,suspected
22705708,82240,Crows and jays,Cyanocorax coeruleus,Azure Jay,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A4c,594000,Unknown,not applicable,Decreasing,suspected
103753407,83690,Australasian robins,Heteromyias albispecularis,Arfak Robin,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,160000,Unknown,,Decreasing,suspected
22704849,83760,Australasian robins,Eopsaltria australis,Eastern Yellow Robin,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2380000,Unknown,not applicable,Increasing,estimated
22704846,83800,Australasian robins,Tregellasia capito,Pale-yellow Robin,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,747000,Unknown,not applicable,Decreasing,suspected
22704886,83830,Australasian robins,Peneothello sigillata,White-winged Robin,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,315000,Unknown,not applicable,Decreasing,suspected
22709596,83950,Fairy Flycatcher and allies,Culicicapa ceylonensis,Grey-headed Canary-flycatcher,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,18300000,Unknown,not applicable,Decreasing,suspected
22707052,83980,Fairy Flycatcher and allies,Elminia albonotata,White-tailed Crested-flycatcher,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2300000,Unknown,not applicable,Decreasing,suspected
22711998,84030,Tits and chickadees,Sylviparus modestus,Yellow-browed Tit,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,5650000,Unknown,not applicable,Stable,suspected
22711780,84100,Tits and chickadees,Periparus rubidiventris,Rufous-vented Tit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2400000,Unknown,not applicable,Decreasing,suspected
22711969,84110,Tits and chickadees,Baeolophus wollweberi,Bridled Titmouse,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,1060000,460000,estimated,Decreasing,suspected
103761508,84260,Tits and chickadees,Poecile hyrcanus,Caspian Tit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,165000,Unknown,not applicable,Stable,inferred
22735364,84310,Tits and chickadees,Poecile weigoldicus,Sichuan Tit,LC,False,False,False,False,True,Altitudinal migrant,True,True,False,0,,1170000,Unknown,not applicable,Stable,suspected
22711708,84320,Tits and chickadees,Poecile carolinensis,Carolina Chickadee,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2950000,13000000,estimated,Decreasing,estimated
22711732,84350,Tits and chickadees,Poecile sclateri,Mexican Chickadee,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,941000,2000000,estimated,Decreasing,suspected
22711767,84380,Tits and chickadees,Poecile rufescens,Chestnut-backed Chickadee,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3920000,12000000,estimated,Decreasing,estimated
22735985,84430,Tits and chickadees,Cyanistes cyanus,Azure Tit,LC,False,False,False,False,True,Altitudinal migrant,True,True,False,0,,17900000,33000-105000,estimated,Decreasing,suspected
22711924,84640,Tits and chickadees,Machlolophus nuchalis,White-naped Tit,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C1+2a(i),1327600,10000-20000,estimated,Decreasing,inferred
